691,865,0.02
585,943,0.02
467,885,0.02
458,885,0.02
557,783,0.02
487,935,0.02
549,886,0.02
455,460,0.02
608,856,0.02
484,860,0.02
633,826,0.02
665,809,0.02
588,804,0.02
540,894,0.02
561,909,0.02
504,779,0.02
501,801,0.02
444,858,0.02
527,893,0.02
615,943,0.02
451,914,0.02
443,801,0.02
718,786,0.02
528,912,0.02
672,809,0.02
604,780,0.02
627,815,0.02
626,916,0.02
470,904,0.02
704,891,0.02
468,942,0.02
687,779,0.02
684,821,0.02
700,789,0.02
569,891,0.02
460,518,0.02
493,804,0.02
684,945,0.02
660,820,0.02
470,804,0.02
596,941,0.02
621,826,0.02
552,810,0.02
580,820,0.02
624,882,0.02
530,892,0.02
660,899,0.02
712,851,0.02
608,853,0.02
479,801,0.02
531,897,0.02
631,900,0.02
530,849,0.02
635,781,0.02
470,889,0.02
681,866,0.02
474,814,0.02
491,805,0.02
481,789,0.02
634,869,0.02
460,889,0.02
697,942,0.02
562,873,0.02
477,929,0.02
449,877,0.02
626,929,0.02
477,823,0.02
610,865,0.02
651,918,0.02
453,806,0.02
720,806,0.02
638,821,0.02
698,877,0.02
656,778,0.02
631,788,0.02
451,943,0.02
628,800,0.02
535,865,0.02
496,929,0.02
609,784,0.02
571,820,0.02
493,800,0.02
488,800,0.02
716,905,0.02
479,935,0.02
477,882,0.02
461,853,0.02
709,902,0.02
690,914,0.02
531,793,0.02
535,851,0.02
709,812,0.02
487,892,0.02
588,928,0.02
665,813,0.02
601,945,0.02
635,786,0.02
658,856,0.02
474,817,0.02
561,823,0.02
699,822,0.02
515,873,0.02
720,886,0.02
458,923,0.02
709,813,0.02
649,911,0.02
561,859,0.02
520,929,0.02
708,856,0.02
563,920,0.02
638,923,0.02
525,849,0.02
478,936,0.02
680,924,0.02
706,933,0.02
665,854,0.02
503,892,0.02
712,864,0.02
520,879,0.02
470,936,0.02
613,808,0.02
601,777,0.02
668,914,0.02
454,899,0.02
484,914,0.02
659,793,0.02
503,849,0.02
568,883,0.02
719,849,0.02
516,803,0.02
568,810,0.02
715,903,0.02
500,866,0.02
462,526,0.02
521,779,0.02
501,905,0.02
600,823,0.02
645,802,0.02
656,881,0.02
451,806,0.02
623,882,0.02
523,865,0.02
616,777,0.02
613,802,0.02
506,857,0.02
568,901,0.02
683,869,0.02
496,865,0.02
544,944,0.02
516,940,0.02
525,920,0.02
624,864,0.02
677,862,0.02
656,905,0.02
691,887,0.02
575,909,0.02
693,821,0.02
564,921,0.02
574,827,0.02
633,802,0.02
527,784,0.02
718,867,0.02
524,816,0.02
459,811,0.02
617,875,0.02
603,822,0.02
678,786,0.02
563,781,0.02
688,812,0.02
636,826,0.02
598,879,0.02
478,851,0.02
690,888,0.02
684,925,0.02
581,805,0.02
572,814,0.02
618,819,0.02
683,889,0.02
498,933,0.02
557,819,0.02
501,932,0.02
630,899,0.02
689,793,0.02
490,903,0.02
573,779,0.02
648,913,0.02
468,778,0.02
703,861,0.02
550,785,0.02
705,864,0.02
697,777,0.02
718,810,0.02
443,453,0.02
478,849,0.02
663,897,0.02
528,865,0.02
717,898,0.02
661,813,0.02
685,802,0.02
561,880,0.02
642,934,0.02
589,803,0.02
718,867,0.02
457,942,0.02
637,895,0.02
673,857,0.02
461,896,0.02
444,944,0.02
470,873,0.02
541,945,0.02
548,805,0.02
460,902,0.02
527,935,0.02
577,813,0.02
557,789,0.02
646,874,0.02
622,903,0.02
717,828,0.02
578,779,0.02
582,916,0.02
629,781,0.02
538,925,0.02
610,920,0.02
684,919,0.02
447,849,0.02
636,916,0.02
455,458,0.02
455,781,0.02
462,828,0.02
719,898,0.02
503,895,0.02
473,815,0.02
535,828,0.02
451,887,0.02
645,808,0.02
707,945,0.02
557,873,0.02
667,899,0.02
648,943,0.02
620,928,0.02
661,788,0.02
655,890,0.02
688,804,0.02
572,911,0.02
669,790,0.02
492,929,0.02
640,853,0.02
446,920,0.02
526,849,0.02
605,883,0.02
662,904,0.02
621,860,0.02
518,804,0.02
632,896,0.02
516,858,0.02
704,922,0.02
653,857,0.02
475,780,0.02
716,884,0.02
579,788,0.02
488,793,0.02
646,821,0.02
484,916,0.02
647,854,0.02
560,930,0.02
455,935,0.02
463,901,0.02
652,932,0.02
665,875,0.02
486,930,0.02
500,800,0.02
476,810,0.02
488,518,0.02
712,793,0.02
545,931,0.02
453,855,0.02
593,912,0.02
717,854,0.02
485,906,0.02
468,877,0.02
583,828,0.02
501,781,0.02
464,917,0.02
444,804,0.02
500,919,0.02
444,890,0.02
692,819,0.02
639,940,0.02
533,877,0.02
444,874,0.02
614,815,0.02
592,876,0.02
557,814,0.02
574,874,0.02
635,921,0.02
572,807,0.02
554,780,0.02
599,943,0.02
689,788,0.02
547,823,0.02
528,825,0.02
544,906,0.02
483,777,0.02
563,908,0.02
550,919,0.02
562,788,0.02
509,803,0.02
454,884,0.02
655,887,0.02
550,913,0.02
674,819,0.02
664,854,0.02
601,917,0.02
564,934,0.02
661,815,0.02
506,888,0.02
632,816,0.02
597,793,0.02
708,918,0.02
448,788,0.02
632,924,0.02
594,891,0.02
672,817,0.02
690,901,0.02
486,866,0.02
632,898,0.02
714,933,0.02
571,904,0.02
501,910,0.02
476,894,0.02
671,817,0.02
517,856,0.02
450,861,0.02
530,828,0.02
668,887,0.02
612,857,0.02
603,890,0.02
627,923,0.02
633,927,0.02
603,809,0.02
513,944,0.02
482,873,0.02
613,871,0.02
593,810,0.02
651,893,0.02
585,941,0.02
530,821,0.02
577,815,0.02
653,917,0.02
691,784,0.02
525,811,0.02
658,789,0.02
595,873,0.02
586,870,0.02
639,890,0.02
704,875,0.02
708,820,0.02
648,825,0.02
557,863,0.02
629,931,0.02
617,804,0.02
656,894,0.02
673,863,0.02
531,780,0.02
538,858,0.02
679,868,0.02
535,877,0.02
562,857,0.02
479,878,0.02
519,815,0.02
554,883,0.02
513,895,0.02
464,811,0.02
482,920,0.02
590,828,0.02
516,787,0.02
698,778,0.02
571,783,0.02
464,786,0.02
671,865,0.02
464,778,0.02
522,851,0.02
648,915,0.02
473,852,0.02
473,930,0.02
623,874,0.02
637,779,0.02
583,915,0.02
624,852,0.02
681,850,0.02
581,878,0.02
659,916,0.02
672,939,0.02
588,882,0.02
469,791,0.02
700,926,0.02
716,895,0.02
473,868,0.02
617,863,0.02
659,888,0.02
554,872,0.02
514,909,0.02
473,813,0.02
571,791,0.02
689,853,0.02
571,779,0.02
700,803,0.02
514,857,0.02
716,779,0.02
503,935,0.02
472,898,0.02
672,887,0.02
508,786,0.02
632,901,0.02
587,899,0.02
557,852,0.02
520,853,0.02
474,906,0.02
630,878,0.02
586,933,0.02
640,899,0.02
531,898,0.02
503,785,0.02
462,876,0.02
588,823,0.02
473,897,0.02
662,909,0.02
473,863,0.02
594,880,0.02
566,910,0.02
615,827,0.02
592,899,0.02
536,873,0.02
515,850,0.02
599,816,0.02
506,853,0.02
540,863,0.02
705,933,0.02
601,875,0.02
554,823,0.02
466,898,0.02
545,886,0.02
574,919,0.02
713,894,0.02
713,878,0.02
479,891,0.02
642,782,0.02
599,815,0.02
571,781,0.02
616,876,0.02
590,802,0.02
608,911,0.02
502,820,0.02
573,878,0.02
485,793,0.02
613,868,0.02
645,793,0.02
445,941,0.02
539,888,0.02
609,880,0.02
652,901,0.02
669,852,0.02
711,905,0.02
442,803,0.02
453,786,0.02
564,817,0.02
636,822,0.02
600,850,0.02
513,866,0.02
458,873,0.02
607,910,0.02
678,812,0.02
583,810,0.02
555,891,0.02
548,942,0.02
496,828,0.02
453,909,0.02
551,792,0.02
652,930,0.02
598,792,0.02
470,930,0.02
470,810,0.02
496,889,0.02
452,812,0.02
570,880,0.02
482,942,0.02
461,865,0.02
720,915,0.02
462,915,0.02
638,869,0.02
544,929,0.02
517,917,0.02
459,920,0.02
499,918,0.02
626,863,0.02
446,892,0.02
691,930,0.02
605,871,0.02
471,788,0.02
587,800,0.02
514,898,0.02
445,894,0.02
628,870,0.02
526,933,0.02
707,808,0.02
544,790,0.02
619,874,0.02
503,806,0.02
656,816,0.02
554,804,0.02
617,781,0.02
552,870,0.02
625,935,0.02
510,913,0.02
673,854,0.02
565,805,0.02
498,925,0.02
492,527,0.02
555,827,0.02
683,862,0.02
528,867,0.02
639,813,0.02
668,819,0.02
712,932,0.02
523,935,0.02
559,911,0.02
555,779,0.02
490,900,0.02
663,812,0.02
661,860,0.02
448,897,0.02
453,814,0.02
618,927,0.02
538,885,0.02
664,868,0.02
597,887,0.02
623,857,0.02
580,921,0.02
633,800,0.02
551,781,0.02
444,467,0.02
600,933,0.02
582,867,0.02
613,920,0.02
563,909,0.02
582,872,0.02
641,936,0.02
684,905,0.02
476,852,0.02
650,793,0.02
560,784,0.02
624,925,0.02
623,860,0.02
521,817,0.02
600,941,0.02
561,869,0.02
486,935,0.02
545,873,0.02
