661,866,0.02
653,791,0.02
540,888,0.02
625,945,0.02
596,867,0.02
568,887,0.02
583,824,0.02
537,908,0.02
720,870,0.02
606,891,0.02
610,942,0.02
565,810,0.02
589,786,0.02
601,876,0.02
494,788,0.02
575,871,0.02
550,907,0.02
572,851,0.02
502,791,0.02
456,915,0.02
635,792,0.02
463,914,0.02
529,856,0.02
455,891,0.02
495,882,0.02
556,895,0.02
581,859,0.02
444,883,0.02
678,914,0.02
683,787,0.02
638,883,0.02
704,886,0.02
661,811,0.02
443,803,0.02
483,804,0.02
670,866,0.02
512,824,0.02
645,940,0.02
523,881,0.02
565,910,0.02
623,861,0.02
648,823,0.02
541,826,0.02
467,863,0.02
670,889,0.02
582,912,0.02
665,941,0.02
634,901,0.02
504,818,0.02
559,811,0.02
492,941,0.02
457,890,0.02
684,857,0.02
467,809,0.02
620,900,0.02
605,928,0.02
688,906,0.02
460,924,0.02
697,901,0.02
566,867,0.02
469,822,0.02
573,945,0.02
619,864,0.02
710,789,0.02
454,855,0.02
615,870,0.02
589,884,0.02
467,826,0.02
675,912,0.02
456,790,0.02
717,870,0.02
488,822,0.02
717,861,0.02
618,903,0.02
654,813,0.02
663,792,0.02
689,899,0.02
627,862,0.02
633,859,0.02
496,928,0.02
500,933,0.02
515,886,0.02
679,919,0.02
533,893,0.02
529,863,0.02
613,825,0.02
565,931,0.02
584,872,0.02
640,897,0.02
485,791,0.02
715,812,0.02
507,820,0.02
444,856,0.02
624,902,0.02
466,879,0.02
682,824,0.02
515,815,0.02
646,863,0.02
479,902,0.02
715,891,0.02
700,935,0.02
556,922,0.02
576,867,0.02
552,872,0.02
641,784,0.02
556,914,0.02
499,889,0.02
583,891,0.02
548,866,0.02
623,820,0.02
592,854,0.02
521,867,0.02
679,801,0.02
484,922,0.02
554,827,0.02
653,885,0.02
573,826,0.02
525,822,0.02
492,910,0.02
669,922,0.02
646,813,0.02
472,819,0.02
668,867,0.02
693,939,0.02
706,863,0.02
561,881,0.02
617,821,0.02
667,922,0.02
640,862,0.02
544,825,0.02
491,864,0.02
472,862,0.02
574,916,0.02
566,812,0.02
581,859,0.02
705,896,0.02
652,888,0.02
573,777,0.02
618,894,0.02
639,851,0.02
622,804,0.02
688,926,0.02
698,944,0.02
581,899,0.02
653,872,0.02
626,931,0.02
699,819,0.02
643,809,0.02
560,871,0.02
497,896,0.02
449,782,0.02
529,902,0.02
574,913,0.02
628,828,0.02
625,777,0.02
664,899,0.02
624,867,0.02
480,865,0.02
468,901,0.02
675,901,0.02
627,817,0.02
554,925,0.02
691,936,0.02
606,818,0.02
469,942,0.02
558,821,0.02
544,885,0.02
458,469,0.02
481,873,0.02
495,902,0.02
471,897,0.02
678,860,0.02
647,926,0.02
551,925,0.02
573,871,0.02
696,816,0.02
597,806,0.02
642,784,0.02
638,910,0.02
712,918,0.02
550,915,0.02
465,824,0.02
717,912,0.02
520,816,0.02
645,782,0.02
447,778,0.02
657,863,0.02
480,875,0.02
477,822,0.02
544,906,0.02
591,891,0.02
503,928,0.02
702,879,0.02
460,868,0.02
450,902,0.02
668,812,0.02
461,886,0.02
645,900,0.02
632,894,0.02
516,945,0.02
682,888,0.02
597,823,0.02
645,825,0.02
697,789,0.02
463,807,0.02
597,866,0.02
639,819,0.02
456,914,0.02
624,898,0.02
543,825,0.02
607,904,0.02
469,856,0.02
614,827,0.02
562,866,0.02
579,896,0.02
581,784,0.02
470,815,0.02
669,828,0.02
705,791,0.02
503,815,0.02
549,895,0.02
619,923,0.02
463,823,0.02
534,815,0.02
641,806,0.02
655,825,0.02
521,945,0.02
654,825,0.02
568,815,0.02
653,911,0.02
690,898,0.02
679,920,0.02
443,828,0.02
465,827,0.02
660,943,0.02
474,861,0.02
528,870,0.02
547,900,0.02
500,884,0.02
590,891,0.02
676,911,0.02
627,784,0.02
677,890,0.02
668,886,0.02
692,931,0.02
445,909,0.02
703,934,0.02
471,872,0.02
601,791,0.02
711,895,0.02
581,903,0.02
489,885,0.02
667,874,0.02
486,806,0.02
649,783,0.02
534,884,0.02
658,865,0.02
494,802,0.02
649,901,0.02
519,878,0.02
469,860,0.02
627,823,0.02
686,823,0.02
691,800,0.02
627,931,0.02
560,946,0.02
595,824,0.02
684,895,0.02
528,878,0.02
702,869,0.02
472,944,0.02
568,900,0.02
696,828,0.02
481,820,0.02
617,792,0.02
667,790,0.02
531,787,0.02
619,859,0.02
566,851,0.02
598,867,0.02
570,876,0.02
597,791,0.02
450,928,0.02
686,880,0.02
622,780,0.02
497,936,0.02
450,820,0.02
509,783,0.02
504,939,0.02
639,828,0.02
644,790,0.02
544,811,0.02
713,817,0.02
603,930,0.02
543,896,0.02
535,853,0.02
504,799,0.02
442,854,0.02
479,892,0.02
538,809,0.02
542,921,0.02
716,891,0.02
700,792,0.02
675,911,0.02
514,890,0.02
444,807,0.02
546,869,0.02
627,824,0.02
489,813,0.02
594,887,0.02
469,905,0.02
635,902,0.02
685,811,0.02
543,820,0.02
578,945,0.02
690,913,0.02
610,901,0.02
630,872,0.02
671,861,0.02
640,913,0.02
618,802,0.02
455,907,0.02
488,801,0.02
580,783,0.02
632,883,0.02
589,808,0.02
